"id","monthly_rent_payment","overcrowding_by_bedrooms","number_of_all_rooms_in_the_house","overcrowding_by_rooms","has_bathroom_in_the_household","if_the_household_has_refrigerator","males_younger_than_12_years_of_age","males_12_years_of_age_and_older","total_males_in_the_household","females_younger_than_12_years_of_age","females_12_years_of_age_and_older","total_females_in_the_household","persons_younger_than_12_years_of_age","persons_12_years_of_age_and_older","number_of_persons_living_in_the_household","years_of_schooling","years_behind_in_school","household_size","if_predominant_material_on_the_outside_wall_is_block_or_brick","if_predominant_material_on_the_outside_wall_is_socket_wood_zinc_or_absbesto","if_predominant_material_on_the_outside_wall_is_prefabricated_or_cement","if_predominant_material_on_the_outside_wall_is_waste_material","if_predominant_material_on_the_outside_wall_is_wood","if_predominant_material_on_the_outside_wall_is_zink","if_predominant_material_on_the_outside_wall_is_natural_fibers","if_predominant_material_on_the_outside_wall_is_other","if_predominant_material_on_the_floor_is_mosaic_ceramic_terrazo","if_predominant_material_on_the_floor_is_cement","if_predominant_material_on_the_floor_is_other","if_predominant_material_on_the_floor_is_natural_material","if_no_floor_at_the_household","if_predominant_material_on_the_floor_is_wood","if_predominant_material_on_the_roof_is_metal_foil_or_zink","if_predominant_material_on_the_roof_is_fiber_cement_mezzanine","if_predominant_material_on_the_roof_is_natural_fibers","if_predominant_material_on_the_roof_is_other","if_the_house_has_ceiling","if_water_provision_inside_the_dwelling","if_water_provision_outside_the_dwelling","if_no_water_provision","electricity_from_cnfl_ice_esph_or_jasec","electricity_from_private_plant","no_electricity_in_the_dwelling","no_toilet_in_the_dwelling","toilet_connected_to_septic_tank","toilet_connected_to_black_hole_or_letrine","toilet_connected_to_other_system","no_main_source_of_energy_used_for_cooking_no_kitchen","main_source_of_energy_used_for_cooking_electricity","main_source_of_energy_used_for_cooking_gas","main_source_of_energy_used_for_cooking_wood_charcoal","if_rubbish_disposal_mainly_by_tanker_truck","if_rubbish_disposal_mainly_by_botan_hollow_or_buried","if_rubbish_disposal_mainly_by_burning","if_rubbish_disposal_mainly_by_throwing_in_an_unoccupied_space","if_rubbish_disposal_mainly_other","if_walls_are_bad","if_walls_are_regular","if_walls_are_good","if_roof_are_bad","if_roof_are_regular","if_roof_are_good","if_floor_are_bad","if_floor_are_regular","if_floor_are_good","if_disable_person","if_male","if_female","if_less_than_10_years_old","if_free_or_coupled_uunion","if_married","if_divorced","if_separated","if_single","if_household_head","household_level_identifier","number_of_children_0_to_19_in_household","number_of_adults_in_household","no_of_individuals_65_plus_in_the_household","of_total_individuals_in_the_household","dependency","edjefe","edjefa","meaneduc","no_level_of_education","incomplete_primary","complete_primary","incomplete_academic_secondary_level","complete_academic_secondary_level","incomplete_technical_secondary_level","complete_technical_secondary_level","undergraduate_and_higher_education","postgraduate_higher_education","bedrooms","overcrowding","own_and_fully_paid_house","own_paying_in_installments","rented","precarious","other_assigned_borrowed","if_the_household_has_notebook_or_desktop_computer","if_the_household_has_tv","no_of_mobile_phones","region_central","region_chorotega","region_pacafico_central","region_huetar_atlantica","region_huetar_norte","area_zona_urbana","area_zona_rural","age_in_years","years_of_education_of_male_head_of_household_squared","target"
"ID_9f7532959",0,0,5,0,1,1,0,3,3,0,1,1,0,4,4,3.5,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"27d0dd404",0,4,2,4,1,0,3,3.5,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,66,0,"four"
"ID_b17692e38",0,0,5,0,1,1,0,0,0,0,1,1,0,1,1,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,"eefd83417",0,1,0,1,0,0,6,6,0,0,1,0,0,0,0,0,0,3,0.33333334,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,40,0,"three"
"ID_78347ddc0",0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,6,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,"cce2b3369",0,2,2,2,8,6,0,6,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,90,36,"four"
"ID_95af42ab9",150000,0,5,0,1,1,1,2,3,1,1,2,2,3,5,5.2,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,"b686896bc",3,2,0,5,1.5,0,9,9,0,0,0,1,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,5,1,0,0,0,0,1,0,55,0,"two"
"ID_004710494",0,0,4,0,1,1,0,1,1,0,2,2,0,3,3,8,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"e217ef7b4",0,3,0,3,0,11,0,8,0,0,0,0,1,0,0,0,0,2,1.5,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,63,121,"four"
"ID_717bcdcfb",0,0,4,0,1,1,0,0,0,0,2,2,0,2,2,8,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,"4f22c4256",1,1,0,2,1,0,6,6,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,60,0,"four"
"ID_a38da9f2d",0,0,5,0,1,1,1,1,2,0,1,1,1,2,3,5.66666666666667,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,"221b5b43b",1,2,0,3,0.5,9,0,8.5,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,26,81,"four"
"ID_f8f45925c",0,0,5,0,1,1,0,0,0,0,1,1,0,1,1,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,"32f458726",0,1,1,1,8,0,4,4,0,1,0,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,73,0,"three"
"ID_f1f6261da",0,1,1,1,1,1,1,1,2,2,1,3,3,2,5,0.8,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"35f1a7d5b",3,2,0,5,1.5,1,0,2,0,1,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,29,1,"one"
"ID_7c660937b",0,0,2,0,1,1,0,1,1,0,1,1,0,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,"40deebcaf",0,2,2,2,8,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,77,0,"three"
"ID_8eacad3dc",0,0,4,0,1,1,0,1,1,1,1,2,1,2,3,2.33333333333333,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"3148dfac2",1,2,0,3,0.5,0,0,3.5,1,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,37,0,"one"
"ID_bf1651a55",0,0,5,0,1,1,0,1,1,1,2,3,1,3,4,5.25,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"0a865fb17",1,3,1,4,1,6,0,6.6666665,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,53,36,"two"
"ID_e74469f98",0,0,4,0,1,1,0,1,1,0,3,3,0,4,4,4.75,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,"64d356343",1,3,2,4,3,4,0,6.3333335,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,91,16,"two"
"ID_e9ae9c572",150000,0,6,0,1,1,2,1,3,1,1,2,3,2,5,3.8,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"cc214a6fe",3,2,0,5,1.5,10,0,9.5,0,0,0,1,0,0,0,0,0,3,1.6666666,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,27,100,"three"
"ID_7e4eeaa19",1e+05,0,4,0,1,1,1,1,2,1,1,2,2,2,4,6,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"0b31b07b3",2,2,0,4,1,13,0,12,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,36,169,"two"
"ID_47a7fa941",0,0,6,0,1,1,0,1,1,0,1,1,0,2,2,4,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"31792456d",0,2,1,2,1,2,0,4,0,1,0,0,0,0,0,0,0,4,0.5,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,94,4,"two"
"ID_34f5603ca",2e+05,1,6,0,1,1,1,0,1,3,3,6,4,3,7,3.71428571428571,0.142857142857143,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,"ceec632c7",6,1,0,7,6,0,11,11,0,0,0,0,1,0,0,0,0,2,3.5,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,24,0,"one"
"ID_973447cf7",0,0,4,0,1,0,0,2,2,0,1,1,0,3,3,2.33333333333333,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,"ab531b877",0,3,2,3,2,5,0,2.3333333,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,79,25,"four"
"ID_4df0ed3d9",180000,0,3,0,1,1,0,0,0,0,2,2,0,2,2,13.5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"bdeec3276",1,1,0,2,1,0,15,27,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,23,0,"four"
"ID_05347de58",0,0,2,0,1,1,0,1,1,1,1,2,1,2,3,4.66666666666667,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,"c3578e0b2",1,2,0,3,0.5,6,0,7,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,43,36,"two"
"ID_e3b633667",0,0,6,0,1,1,0,2,2,0,3,3,0,5,5,9,0.2,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"be4139260",1,4,0,5,0.25,13,0,9,0,0,0,0,0,0,0,1,0,4,1.25,1,0,0,0,0,1,0,4,1,0,0,0,0,1,0,53,169,"three"
"ID_2570ce5a5",0,0,5,0,1,1,0,1,1,2,1,3,2,2,4,4.75,0.25,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"7e9fd4c6e",3,1,0,4,3,0,5,12,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,49,0,"two"
"ID_ca5623b75",80000,0,5,0,1,1,1,2,3,0,2,2,1,4,5,5.8,0.4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,"7eda273dc",4,1,0,5,4,0,6,6,0,0,1,0,0,0,0,0,0,3,1.6666666,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,35,0,"two"
"ID_18cc3f08d",150000,0,5,0,1,1,2,1,3,0,1,1,2,2,4,3.75,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"146bf0547",2,2,0,4,1,6,0,6,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,33,36,"three"
"ID_84ed8c2e0",0,0,3,0,1,1,0,1,1,1,1,2,1,2,3,7,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"0ae8c31e1",1,2,0,3,0.5,8,0,10.5,0,0,0,1,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,27,64,"four"
"ID_8359a787c",0,0,6,0,1,1,0,2,2,0,2,2,0,4,4,11,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"9aee1f405",1,3,0,4,0.33333334,16,0,12.333333,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,56,256,"two"
"ID_aeb083c4e",0,1,4,0,1,1,2,1,3,1,3,4,3,4,7,4.42857142857143,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,"927904142",4,3,0,7,1.3333334,0,7,8.333333,0,0,0,1,0,0,0,0,0,2,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,29,0,"one"
"ID_c59518c0c",0,0,4,0,1,1,0,1,1,0,1,1,0,2,2,4.5,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"e035545d2",0,2,0,2,0,3,0,4.5,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,2,0,0,0,1,0,1,0,54,9,"one"
"ID_365eb228b",0,0,5,0,1,1,1,1,2,1,1,2,2,2,6,4.25,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"bb29fb923",2,2,0,4,1,6,0,7,0,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,1,5,1,0,0,0,0,1,0,31,36,"four"
"ID_3f1faa017",0,0,5,0,1,1,0,1,1,0,0,0,0,1,1,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,"3352277a5",0,1,0,1,0,6,0,6,0,0,1,0,0,0,0,0,0,2,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,53,36,"three"
"ID_f59c82ad5",0,0,5,0,1,1,0,2,2,0,2,2,0,4,4,6.25,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"cc8cf1ab8",1,3,0,4,0.33333334,6,0,6,0,0,1,0,0,0,0,0,0,3,1.3333334,0,0,0,0,1,0,1,3,0,0,1,0,0,1,0,48,36,"four"
"ID_358746f9f",0,0,4,0,1,1,1,1,2,0,1,1,1,2,3,6,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"1b6d6cf0f",1,2,0,3,0.5,9,0,9,0,0,0,1,0,0,0,0,0,2,1.5,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,37,81,"three"
"ID_802105b55",0,0,7,0,1,1,0,1,1,0,0,0,0,1,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,"1637ac45b",0,1,1,1,8,3,0,3,0,1,0,0,0,0,0,0,0,4,0.25,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,67,9,"four"
"ID_4f08bbe09",0,0,3,0,1,1,0,2,2,1,3,4,1,5,6,6,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,"6833ac5dc",4,2,0,6,2,0,7,13.5,0,0,0,1,0,0,0,0,0,2,3,0,0,0,1,0,0,1,4,1,0,0,0,0,1,0,36,0,"two"
"ID_a0bb5a285",40000,1,1,1,0,1,2,1,3,0,1,1,2,2,4,3.75,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"cc89238c6",2,2,0,4,1,6,0,7,0,0,1,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,36,36,"three"
"ID_09275002e",0,0,5,0,1,1,0,1,1,0,2,2,0,3,3,3.33333333333333,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"11e60b6ec",0,3,2,3,2,0,0,3.3333333,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,66,0,"four"
"ID_ad9fdb3ae",50000,0,5,0,1,0,0,2,2,0,2,2,0,4,4,4,0.25,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"13574e982",2,2,0,4,1,0,0,4,1,0,0,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,29,0,"three"
"ID_83ce5e331",0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,4,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"52e4f45a1",1,1,1,2,8,0,4,4,0,1,0,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,65,0,"two"
"ID_e6acdd324",0,0,5,0,1,1,0,0,0,0,1,1,0,1,1,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"165c3e6d2",0,1,0,1,0,0,9,9,0,0,0,1,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,51,0,"four"
"ID_838f8c81c",15000,0,5,0,1,1,1,0,1,0,1,1,1,1,2,3.5,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"3c73c107f",1,1,0,2,1,0,7,7,0,0,0,1,0,0,0,0,0,3,0.66666669,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,24,0,"one"
"ID_b86014913",0,0,3,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"30a7d3d70",0,1,1,1,8,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,79,0,"three"
"ID_814ac6e34",0,0,3,0,1,1,0,1,1,0,1,1,0,2,2,4.5,1.5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"f01ee929b",1,1,0,2,1,0,6,6,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,40,0,"two"
"ID_5786b7428",0,0,4,0,1,1,1,1,2,2,1,3,3,2,5,2.6,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"94da1e400",3,2,0,5,1.5,6,0,6,0,0,1,0,0,0,0,0,0,2,2.5,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,28,36,"three"
"ID_6e8c5cde8",12000,0,3,0,1,1,0,1,1,1,1,2,1,2,3,4,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"bd12accc4",1,2,0,3,0.5,6,0,6,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,30,36,"two"
"ID_47f710b08",0,0,6,0,1,0,0,2,2,0,1,1,0,3,3,6,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"73152a5c7",0,3,1,3,0.5,0,6,6,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,67,0,"four"
"ID_efc91e9a9",0,0,4,0,1,1,0,0,0,0,1,1,0,1,1,6,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,"f65e62b91",0,1,0,1,0,0,6,6,0,0,1,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,47,0,"two"
"ID_65ae0bd1f",0,0,6,0,1,1,0,0,0,0,1,1,0,1,1,8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,"6f832e4df",0,1,1,1,8,0,8,8,0,0,0,1,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,88,0,"one"
"ID_bced81dbc",0,0,2,0,1,1,0,1,1,0,1,1,0,2,2,11,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"5a12b5a33",0,2,0,2,0,11,0,11,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,53,121,"four"
"ID_cc2d9556c",0,0,3,0,1,0,0,4,4,0,1,1,0,5,5,5.8,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"dd8a4bfcb",2,3,0,5,0.66666669,6,0,4,0,0,1,0,0,0,0,0,0,2,2.5,1,0,0,0,0,0,0,4,0,0,0,1,0,0,1,49,36,"four"
